text,label
You witness someone rinsing their mouth and spitting in a public sink.,disgust
An old note recounts challenges you faced during a low phase.,sadness
You come across a charming street performer during a walk.,happiness
"You're on a boat, and it starts taking on water.",fear
You get the best news after a long wait.,happiness
You come across a view that takes your breath away.,happiness
"While cleaning, you find a forgotten toy from your youth.",happiness
You notice someone has the same phone case as you.,surprise
The sound of a train recalls journeys you never took.,sadness
You discover an unfamiliar function on your microwave.,surprise
You find used dental floss in a public area.,disgust
You find an extra button on your remote control.,surprise
You receive a notification that your credit score has plummeted unexpectedly.,fear
You realize a book you are reading has a chapter missing.,surprise
You're in a public restroom and someone tries to break into your stall.,fear
You see an item from your childhood in an antique store.,surprise
You see someone sticking their finger into a communal food dish to taste it.,disgust
You discover your phone has a 'Do Not Disturb' mode you never used.,surprise
Your roommate borrows your clothes without permission and ruins them.,anger
You see the first snowflake of the season gently falling.,happiness
You hear a friend speak fluently in a language you didn't know they knew.,surprise
You find food particles in the pages of a library book.,disgust
You notice a bricked-up door on a building you pass regularly.,surprise
A problem that's been on your mind gets resolved in the best way.,happiness
Someone spits on the sidewalk right in front of you.,disgust
"A song starts playing, and it fits your mood perfectly.",happiness
You discover a scratch on your new car in the parking lot.,anger
You see a shooting star for the first time.,happiness
You realize your water supply is contaminated.,fear
You experience a moment of serendipity.,happiness
You notice your personal information has been leaked online.,fear
You find a yearbook and don't recognize several people in it.,surprise
You create something you're proud of.,happiness
A package meant for you is carelessly damaged by the delivery person.,anger
You discover a beautiful and peaceful spot during a hike.,happiness
"Someone neglects their responsibilities, leaving them for you.",anger
You're stuck in traffic because of an avoidable roadblock.,anger
You accidentally ingest something you're allergic to.,fear
You notice someone dripping sweat onto communal gym equipment.,disgust
You hear an old song being played in a new commercial.,surprise
A theater you loved going to is closed.,sadness
You realize your safety gear is faulty while doing a high-risk activity.,fear
A project you initiated sparks positive change in your community.,happiness
You find out your friend can play a musical instrument you never knew they played.,surprise
"While on a walk, you stumble upon a serene hidden garden.",happiness
You hear a mysterious noise late at night but find no explanation for it.,surprise
You hear a loud bang while home alone.,fear
A peer belittles your achievements.,anger
You discover your smart TV can browse the internet.,surprise
Your train or subway car stops in a tunnel for an extended period.,fear
Someone is patronizing towards you in a discussion.,anger
A sports team you supported passionately faces continuous defeats.,sadness
You find an open container of smelly leftovers in a shared refrigerator.,disgust
You find out a small local museum has an exhibit from a famous artist.,surprise
You can't recreate a cherished memory no matter how hard you try.,sadness
A familiar storefront is boarded up.,sadness
A puppy runs up to you during your morning walk.,happiness
You hear a new ringtone on your phone.,surprise
"Someone habitually arrives late, making everyone wait.",anger
You overhear someone talking about the struggles of aging.,sadness
You overhear someone talking about the challenges of battling an illness.,sadness
You find multiple items with bite marks at a grocery store.,disgust
You see a person throwing trash out of their car window while driving.,disgust
A show you watch portrays the challenges of growing up.,sadness
"While working, a colleague loudly takes personal calls next to your desk.",anger
A piece of jewelry you thought you lost reappears in an unexpected place.,happiness
You witness someone taking a bite from multiple pieces of fruit at a store.,disgust
You're expected to work overtime without any prior notice.,anger
You're in a tall building during an earthquake.,fear
Your morning starts with your favorite breakfast.,happiness
You notice someone taking a sip from each drink at a communal beverage station.,disgust
You read about children in war-torn areas missing out on education.,sadness
You're in a large crowd when someone faints or collapses.,fear
You receive criticism for a task you weren't trained for.,anger
Someone uses your favorite mug at the office and then leaves it dirty.,anger
You come across an empty bench with a dedication plaque.,sadness
Your child climbs a tree and can't get down.,fear
You witness someone wiping their nose with their hand.,disgust
You discover your TV has a setting you never knew about.,surprise
Someone consistently mispronounces your name despite corrections.,anger
You find out someone has taken out a restraining order against you.,fear
You receive an email from a mailing list you don’t remember subscribing to.,surprise
You hear about the decline of a species you once studied.,sadness
Your neighbor warns you of recent burglaries in your area.,fear
You witness someone spitting into a garden.,disgust
You see a parent teaching their child to ride a bike.,happiness
You spot a family of ducks crossing the road.,happiness
You hear laughter echoing from a nearby playground.,happiness
You find cobwebs and dead insects in a corner of your living space.,disgust
You find out you're going to be a mentor or role model to someone.,happiness
"You find a sticky, dirty remote control in a hotel room.",disgust
You see a new logo on a familiar product at the store.,surprise
You're asked to speak in front of a large audience unexpectedly.,fear
You see your favorite animal in the wild.,happiness
"You're in a parking garage, and the lights go out.",fear
You encounter a new type of crosswalk signal in your city.,surprise
You receive an unjustly low grade with no constructive feedback.,anger
You're asked to redo a task because of unclear initial instructions.,anger
You learn about a community struggling post a natural disaster.,sadness
You notice a new button in an elevator you frequently use.,surprise
You're held accountable for decisions made during your absence.,anger
The market where you'd buy holiday gifts no longer operates.,sadness
"You walk past a house, once lively, now abandoned with overgrown grass.",sadness
You're stuck on a malfunctioning carnival ride.,fear
A song on the radio recalls a past relationship.,sadness
A friendly cat follows you during your morning jog.,happiness
A guest rearranges your home without asking.,anger
Someone borrows your book and returns it with torn pages.,anger
You come across a family photo where everyone looks different than you remember.,surprise
You notice an empty nest during springtime.,sadness
You see a vehicle with a license plate from a faraway place.,surprise
You're unfairly blamed for a mistake at work that wasn't your fault.,anger
You get a surprise call from someone just saying they were thinking of you.,happiness
You notice a strong odor of body odor on public transportation.,disgust
A recipe turns out perfectly on your first try.,happiness
You notice someone using the same hand towel to wipe the floor and then their face.,disgust
A series you love ends on a somber note.,sadness
You find out a trusted friend lied to you.,anger
You find a book in your library you don’t remember buying.,surprise
You find out a loved one was in an area recently hit by a natural disaster.,fear
The plant you've been caring for starts wilting despite your efforts.,sadness
You witness someone cutting their fingernails in a public setting.,disgust
You see a bird in your area that is not native to the region.,surprise
You have a perfect hair day without even trying.,happiness
The pond where you used to feed ducks is dried up.,sadness
The local kids leave a surprise drawing on your doorstep.,happiness
You notice a friend has quietly deleted their social media profiles.,surprise
A project you've been working on receives unexpected recognition.,happiness
You discover an old password written down but can't remember what it's for.,surprise
You find out a local pond or lake has a name you've never heard before.,surprise
You find expired medication in a family member's medicine cabinet.,disgust
You're unfairly penalized due to someone else's oversight.,anger
You notice a new mole or freckle on your skin.,surprise
You see a place that was central to a past relationship.,sadness
You notice someone sneezing without covering their mouth in a crowded elevator.,disgust
You step on something sticky in a public restroom.,disgust
"The bakery, where you had your first job, closes its doors.",sadness
You see an unusual cloud formation.,surprise
You're on a hike and realize you've lost your way back.,fear
You stumble upon a shop that exclusively sells one very specific type of product.,surprise
You find a website that allows you to view old versions of other websites.,surprise
"Your reservation at a restaurant is given away, despite being on time.",anger
You walk into your home to find a wild animal inside.,fear
You're approached by a stranger who seems aggressive.,fear
An old friend shares a memory that makes you smile.,happiness
You find out a famous person attended your high school.,surprise
You're in a crowded place and hear someone scream.,fear
You hear about the passing of your first teacher.,sadness
You discover someone's toenail clippings on a hotel room floor.,disgust
You find an unfamiliar tool in your kitchen drawer.,surprise
You witness someone wiping sweat off their brow and then shaking hands without sanitizing.,disgust
You learn that a distant friend is going through a tough time.,sadness
You're walking alone and see a group of people wearing masks.,fear
A person doesn't repay a debt and avoids you.,anger
Your flight experiences severe turbulence.,fear
You find out that someone has been using your work tools without permission.,anger
You see a child gazing longingly at toys they can't afford.,sadness
You successfully recreate a challenging art or craft project.,happiness
You're near a construction site and see equipment falling.,fear
"You're at sea, and the weather turns extremely rough.",fear
You find a public bathroom in a place where you didn't expect one.,surprise
You see someone reusing disposable items like plastic forks and straws after washing them.,disgust
You discover a hidden camera in your hotel room or Airbnb.,fear
You find rat droppings in a kitchen cabinet.,disgust
You overhear a conversation about the struggles of elder care.,sadness
"You're in a vehicle, and it gets stuck on train tracks.",fear
You see someone scratching their head excessively while preparing food.,disgust
A song plays on the radio that reminds you of a departed loved one.,sadness
You come across notes from a time you faced personal challenges.,sadness
You discover old and crusty pet food stuck to the floor.,disgust
You find an old ticket or pass but can't remember attending the event.,surprise
The spot where you made a promise is now altered.,sadness
You stumble upon a movie being filmed in your city.,surprise
You hear a tale about missed connections.,sadness
"The mailbox stands empty, even on expected days.",sadness
You get the perfect idea for a project you've been brainstorming.,happiness
You're in a forest and come across warning signs for unexploded mines.,fear
You witness someone spitting into a drinking fountain.,disgust
You've been skipped in line after waiting for a long time.,anger
You find an unfinished knitting project from a loved one.,sadness
"A café you frequented has changed its interiors, erasing old memories.",sadness
You see someone texting while using a public restroom.,disgust
You receive a summons for a court appearance you weren't expecting.,fear
You get the chance to relive a favorite childhood activity.,happiness
You notice someone eating directly from a communal food container.,disgust
You receive an invitation from a social media platform you never signed up for.,surprise
You find smelly shoes left in a shared living space.,disgust
You notice an employee you've never seen before at your regular coffee shop.,surprise
"You find a vending machine selling something unusual, like books or art supplies.",surprise
You find out you're under investigation at work.,fear
"Your plant, which seemed to be wilting, sprouts a new leaf.",happiness
You find out a coworker is related to a celebrity.,surprise
Someone keeps leaving passive-aggressive notes in the communal area.,anger
You read about the fading of an art form you appreciate.,sadness
"You're in a subway, and someone collapses onto the tracks.",fear
Your car's brakes fail while you're driving down a steep hill.,fear
You receive a message filled with good vibes from an unknown number.,happiness
You hear a genre of music being played in an unexpected place.,surprise
A group of kids include you in their playful game.,happiness
You hear your own voice in a recording and it sounds different than you expected.,surprise
You hear a loud crash in your home while you're alone.,fear
You see a worker sneeze into their hands and continue handling products.,disgust
"You find a forgotten, moldy cup of coffee on a bookshelf.",disgust
You stumble upon an art installation in an unexpected public space.,surprise
You stumble upon an old forum thread where people are discussing a conspiracy theory about a show you like.,surprise
You notice a new building on your street that you never realized was under construction.,surprise
You witness someone putting their bare feet on a table in a cafe.,disgust
You have an unplanned and delightful adventure during a trip.,happiness
You're given a task without the necessary instructions.,anger
Someone shirks their responsibilities and places the blame on others.,anger
You have a profound conversation with a stranger on a train.,happiness
You find a beverage can floating in a river while kayaking.,disgust
A surprise twist in a story or game leaves you excited.,happiness
You find an item you've been searching for at a garage sale.,happiness
You notice someone following you on multiple occasions.,fear
You're walking and suddenly realize the ground is unstable.,fear
You're in a foreign country and lose your travel group.,fear
You smell someone's bad breath from several feet away.,disgust
"You try on an outfit, and it fits perfectly.",happiness
You're informed of a gas leak in your area.,fear
You see a street with a name that has special significance for you but is otherwise ordinary.,surprise
You find an old business card and can't remember who gave it to you.,surprise
A music box you cherished no longer plays its tune.,sadness
"Your ideas are dismissed, only to be brought up later by someone else as their own.",anger
The local bakery gives you an extra pastry for free.,happiness
You discover your grocery store now carries a new type of fruit or vegetable.,surprise
"You're on a mountain, and a rockslide occurs nearby.",fear
The familiar bell chime in town no longer rings.,sadness
You receive an anonymous message threatening to reveal personal information.,fear
You find an insect in your meal at a restaurant.,disgust
The movie you've been waiting for has a major plot point revealed by a friend.,anger
"You see an old, unused well in a modern area.",surprise
You find an old USB drive with unknown contents.,surprise
You come across a wilted bouquet from a special occasion.,sadness
You're charged extra on your monthly bill without a valid reason.,anger
"Your plant, after weeks of care, still doesn’t show any signs of growth.",sadness
You witness someone throwing leftover food into the street.,disgust
"You're given incorrect directions and end up lost, making you late.",anger
You capture a perfect photo without even trying.,happiness
You witness the simple beauty of a dewdrop on a leaf.,happiness
You bond with someone over shared interests.,happiness
An old perfume brings memories of someone you miss.,sadness
You find out your phone has a voice-activated feature you were unaware of.,surprise
"A colleague constantly shows up late, delaying team progress.",anger
You wake up to a severe weather warning siren.,fear
You spot the first firefly of the summer evening.,happiness
You discover maggots in your garbage can.,disgust
A song recounts the challenges of staying apart.,sadness
You're home alone and the power goes out during a storm.,fear
"You're at the beach, and the lifeguard starts waving a shark warning flag.",fear
You notice a store you frequent has changed its layout overnight.,surprise
"A friend cancels plans at the last minute, for the third time in a row.",anger
You come across an old gift that's no longer functional.,sadness
A photo album shows faces of those you've lost touch with.,sadness
You receive a call saying a loved one has been hospitalized.,fear
You witness a person dumping cooking oil directly into a lake or river.,disgust
A difficult puzzle or game you've been working on finally comes together.,happiness
You witness a person licking their plate clean in a restaurant.,disgust
Someone frequently borrows your books and returns them damaged.,anger
You find an empty notebook filled with aspirations you never pursued.,sadness
A child waves at you from a school bus window.,happiness
A friend shares their challenges with mental health.,sadness
A piece of technology you struggle with starts working seamlessly.,happiness
You hear a loud noise at your window during the night.,fear
You discover a feature in your car’s manual you never knew existed.,surprise
A song lyric describes the pain of growing apart.,sadness
Your roommate eats your labeled food from the fridge.,anger
A book you've been searching for is finally in stock at the local bookstore.,happiness
You discover someone has vomited in a public staircase.,disgust
You reconnect with nature during a quiet moment.,happiness
You find an old letter you never sent.,surprise
Someone spreads false rumors about you in your community.,anger
"You're hiking and come across a large, aggressive animal.",fear
You're stuck in severe traffic with a medical emergency at hand.,fear
You find a bag of rotting vegetables at the back of your fridge.,disgust
Someone promises to meet but doesn't show up or notify.,anger
You hear someone snorting and sniffling continuously in a quiet room.,disgust
You visit a place that looks exactly like a dream you had.,happiness
You're made fun of for a genuine mistake at work.,anger
An old theater where you watched classic films is now modernized.,sadness
Someone keeps borrowing your supplies without asking.,anger
You're constantly being talked over during a discussion.,anger
You hear someone speaking a dialect you've never heard.,surprise
A surprise picnic is set up for you at a local park.,happiness
Your belongings are borrowed and returned damaged.,anger
You see someone littering in a clearly marked 'no littering' area.,disgust
You manage to capture a candid moment that makes everyone smile.,happiness
You find an old warranty for a product you still own.,surprise
You find an old journal with entries from a forgotten time in your life.,surprise
A lake where you used to fish is now polluted.,sadness
You're blamed for a decision that was made collectively.,anger
The weather is perfect for an outdoor activity you love.,happiness
You realize someone has been going through your personal belongings.,fear
You're not consulted about decisions that affect you.,anger
You discover a friend has unfriended you on social media without any explanation.,surprise
You find a threatening note left on your car windshield.,fear
You're walking on a trail and hear a growl from the bushes.,fear
You are invited to be a part of an exciting new venture.,happiness
You find a pencil with a brand name you've never heard of.,surprise
You get an unexpected bonus in your paycheck.,happiness
You find dust and grime built up in an air conditioning vent.,disgust
You find a gift from someone who's no longer in your life.,sadness
"Your phone rings, and it's an unknown number with an urgent voice message.",fear
Your suggestions are constantly brushed aside.,anger
The bookstore where you spent hours is now online only.,sadness
You master a challenging level in a game you love.,happiness
A poem describes the feeling of being forgotten.,sadness
You see a person using their cell phone while using a public restroom.,disgust
You see someone picking their teeth with a piece of straw in public.,disgust
You're regularly made to feel like an outsider in discussions.,anger
You receive a 'Severe Weather Alert' on your phone.,fear
You find out someone you know has been using a pseudonym.,surprise
A friend moves away to a different city and you realize things will never be the same.,sadness
Your favorite song comes on just as you're thinking about it.,happiness
You're not credited for a community project you contributed to.,anger
You're not acknowledged in a group project presentation.,anger
You see someone coughing over open food containers at a market.,disgust
You see someone dumping a drink onto a plant.,disgust
An artwork you see depicts a longing for home.,sadness
An old film recalls memories of someone who's no longer around.,sadness
You see someone letting their dog lick their ice cream cone.,disgust
Someone takes credit for your hard work at the office.,anger
You notice an elderly person eating alone in a restaurant.,sadness
You witness a beautiful moment between two strangers.,happiness
A person consistently fails to adhere to agreed-upon rules.,anger
You notice someone handling merchandise after sneezing into their hands.,disgust
You realize a tradition you cherished is no longer being followed.,sadness
A close person forgets an important date for you.,anger
You see someone you thought had moved away in a local grocery store.,surprise
You read a tale of lost friendship.,sadness
Your friend tries a risky stunt and gets seriously injured.,fear
You discover dirty silverware wrapped in a clean napkin at a restaurant.,disgust
A once pristine beach is now littered with trash.,sadness
The diary of a soldier talks about missing home.,sadness
A childhood spot where you used to play is now a parking lot.,sadness
You're lost in the woods and your GPS fails.,fear
You find an old ticket stub from an event that was pivotal for you.,sadness
Someone posts a picture of you online without your consent.,anger
A stranger offers to pay for your order just to spread positivity.,happiness
A kite soars majestically against a backdrop of blue sky.,happiness
You get a spontaneous applause for a job well done.,happiness
You hear about the declining health of a distant relative.,sadness
You get caught in a rip current while swimming.,fear
You find a pair of glasses that don't belong to anyone in the house.,surprise
Your child goes missing in a crowded place.,fear
A message from an old friend mentions they're moving far away.,sadness
You receive an unexpected friend request from someone you were just thinking about.,surprise
"You're in a kayak, and it starts to sink.",fear
An article speaks about the decline of something you hold dear.,sadness
A mural you admired in the city is painted over.,sadness
You witness someone snacking in bed and leaving crumbs.,disgust
You find an old key but don't know what it unlocks.,surprise
You see dirty utensils being used in a cooking demonstration.,disgust
A childhood snack isn't as delightful as you remembered.,sadness
You experience a moment of unexpected synchronicity.,happiness
You hear explicit and inappropriate conversations in a public setting.,disgust
"You find a forgotten gift, never given, gathering dust.",sadness
A person doesn't follow through on their commitments.,anger
You're caught in the middle of a violent dispute between others.,fear
You notice a shop or restaurant has subtly changed its name.,surprise
"You get a window seat on a flight, and the views are breathtaking.",happiness
You finally achieve a tricky yoga pose you've been practicing.,happiness
You watch a feel-good movie that leaves you in high spirits.,happiness
You find out a close family member has been lying to you about something serious.,fear
You're unfairly penalized for something out of your control.,anger
You're reminded of a pet that was a childhood companion.,sadness
Someone always interrupts you while you're speaking.,anger
Your shared space is occupied without your consent.,anger
You see your name in the 'Acknowledgments' section of a research paper you didn't contribute to.,surprise
A friend commits to something on your behalf without consulting you.,anger
You're on a ferry that starts to tilt dangerously.,fear
Someone always leaves the kitchen sink full of dirty dishes.,anger
You discover a fence or wall has been erected on a path you usually take.,surprise
You find out someone went through your personal diary.,anger
You find your garden trampled on after kids played without permission.,anger
You hear a familiar song sung in a different language.,surprise
You're not given a chance to speak in a debate.,anger
You visit a place of historical significance that's neglected.,sadness
A favorite piece of clothing is frayed and worn out.,sadness
You find a street musician playing your favorite song perfectly.,happiness
You're not credited in a presentation you largely worked on.,anger
Your carefully prepared presentation is rescheduled without notice.,anger
"You're in a public place, and the atmosphere suddenly turns hostile.",fear
You remember a time when someone didn't keep a promise.,sadness
Someone backtracks on an important agreement.,anger
You find a pair of perfectly fitting shoes on clearance.,happiness
You see someone using a water fountain to wash their hands.,disgust
You notice someone applying makeup using a public mirror in a restaurant.,disgust
You find a toy that reminds you of your youth and simpler times.,sadness
You discover a wad of hair clogging a shower drain.,disgust
You're told your child has been involved in a serious school incident.,fear
You find mouse droppings in your pantry.,disgust
You find sweat stains on gym equipment that hasn't been cleaned.,disgust
You come across an old diary entry that doesn’t sound like you.,surprise
A tree in your neighborhood bursts into vibrant blooms.,happiness
You're pleasantly surprised by a hidden talent of a friend.,happiness
